query,Post ID,Post Content,nickname,link
污染; 2018-02-20; 1; 25,263,		怎么能随随便便就重度污染了呢 ​		,用户6429076713,//weibo.com/6429076713/G3W66nAUA?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,264,		微塑膠汙染海洋 “藤壺”實驗見證傷害 http://t.cn/RRDXrDF ​		,林以峰2017,//weibo.com/6263606340/G3W640OL9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,265,"		【神农溪#中国赞#】神农溪是湖北巴东长江北岸的一条常流性溪流，发源于“华中第一峰”神农架的南坡，由南向北穿行于深山峡谷中，于巫峡口东2000米处汇入长江，全长60公里，是无污染的天然之流，溪水碧澈，一清到底，除\""三色泉\""外，几乎见不到一缕混水；溪底遍布五色石，如花似锦。 ​		",手机用户3140851941_390,//weibo.com/3140851941/G3W5Z0l3G?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,266,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,小甘甘_59228,//weibo.com/3873381639/G3W5JBLBF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,267,		//@袁伟时://@李仲伟律师: //@用户5092626174：一次不公正的司法判决，其恶果甚于十次犯罪，因为犯罪只是弄脏了一支水流，而错误的司法判决则是污染了整个水源。——培根		,zhuzhiqiang朱志强,//weibo.com/6422181736/G2vlb4yI2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,268,	  【一名企业家的陨落，毁灭的不仅是个人小家，还连带着破碎了依附于该企业的千千万万职工的家！】#厦门东妮娅案# 江先路夫妻的命运，正是中国企业家命运的真实写照，若司法不公不被纠正、权力腐败不被扼制，未来将会有无数企业家、数不尽的职工重走他们的悲惨之路！#冤案申诉##民营企业家权益保护#  ​		...展开全文c,NA,//weibo.com/2451290084/G3W5rhB0B?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,269,		好讨厌，重度污染 ​		,Vian__zc在行动,//weibo.com/6418493389/G3W5o51yd?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,270,		“新淳”白胡椒粉等3个批次的食品，我当你从没来过；当你不会走、你走了以后……因为卫生指标不合格而被下架、【北京食药监局。但这些包装好的香辛料也可能被污染：新淳白胡椒粉霉菌超标150倍】胡椒粉等香辛料是很多家庭必备的调味品、你来的时候我 ​		,甘肃省兰州一中,//weibo.com/2676274850/G3W5kxOId?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,271,		【孕妇吃海鲜是有何忌讳？】1、怀孕早期，螃蟹坚决不能吃。2、海鲜一定要吃熟的，万不可吃生海鲜。3、不要吃受污染（汞污染）的海产品。4、孕妇吃虾后若没有不良反映，如过敏、腹痛，就没有问题。虾钙含量高，孕期适量吃虾或虾皮可以补充钙、锌等微量元素，促进幼儿的生长。 ​		,荣JenJ诞,//weibo.com/6132563447/G3W5dq0zG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,272,		【车内气味有学问】不仅是坐在车上会晕，很多人严重到只要闻到汽油味就会头晕恶心，再加上汽车内饰隐隐散发的甲醛味，浑浊的车内空气让身处其中的晕车者无处可逃。要解决这个问题，推荐各位车主使用是比较传统安全的活性炭包，活性炭会吸附空气中的有机化合物，不会产生二次污染。 ​		,HYELIN_1991,//weibo.com/5951556442/G3W59BF2X?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,273,		不需要保养、在外面的环境污染和内在的身体压力的促使下……绝不超龄的保养”！其实保养不应该分年龄……】不要以为抗老一定是25岁以上的保养工作、【我还小、肌肤很可能已经有老化现象！所以应该“提前抗老；而是根据你“肌龄”[lxhx狂欢] ​		,milk_小笨鹏_go,//weibo.com/1802077113/G3W52cfcE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,274,		【指数预报】镇海区气象台2月20日6时发布：森林火险：3级，控制林区用火。地质灾害气象风险等级：4级，发生地质灾害的气象风险较低。紫外线指数：2级，紫外线强度弱，可适当防护。穿衣指数：2级，冬装适宜穿着棉衣、皮衣、厚毛衣等。空气污染气象条件等级：2级，较好较有利于空气污染物稀释、扩散和清 ​			...展开全文c,镇海气象,//weibo.com/3168315705/G3W4A7Anr?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,275,"		宝宝摔倒处理有方张思莱提醒,当孩子摔在地上时,家长要首先检查孩子有没有外伤.如果皮下有血肿,可以用毛巾冷敷,促进血管收缩,以减少出血.如果皮肤有伤口,用LJV445干净纱布覆盖上先止血,保持伤口不要继续被污染.如果关节活动受限或骨骼出现问题,保持原来的姿势去医院,不要自行处理。 ​		",被遗忘的春秋雨,//weibo.com/6428090167/G3W4rh2yj?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,276,		【职场规则】1。2：征服世界……诽谤别人：就象含血喷人！仇视异己！就等于把生命交给别人；先污染了自己的嘴巴…… ​		,温暖U如初37219,//weibo.com/3166317317/G3W48ja9M?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,277,		【三个好习惯帮助远离肺癌】肺癌与吸烟、大气污染、职业因素、肺部慢性疾病、遗传及免疫力等因素有关。从以下三个方面，改变生活方式，有助预防肺癌的发生：①戒烟：②对“油烟”保持警惕：一定要保持厨房通风③增加食物中蔬菜、水果的摄入量。 ​		,阿玄killz,//weibo.com/2615353342/G3W2IhFNM?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,278,		【不化妆也要擦隔离】很多人只有在化妆的时候才会想起隔离霜，其实隔离霜的作用就是将皮肤和外界隔离的护肤品，使皮肤免受环境以及辐射[去旅行]的污染，因此，即便在不化妆的时候也要擦隔离霜，给皮肤上一层保护膜。 ​		,d亭莎,//weibo.com/2359613384/G3W2qxxTu?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,279,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,美丽心情741852,//weibo.com/2187910900/G3W2k3CnT?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,280,		【宝宝疫苗接种完毕，应留院观察30分钟左右，若无反应出现再离开】但这不是意味着高枕无忧了，家长还需细心的观察与细致的护理，宝宝接种疫苗后，注意休息，避免剧烈活动，3天内最好不要洗澡；在家注意保护宝宝接种部位，保持清洁，以防污染物进入而引起感染；在家多给宝宝喝开水（除服脊灰糖丸外）。 ​		,等待天蓝duo_r,//weibo.com/5337043775/G3W25wEh5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,281,		//@济南环保:#全国空气质量预报#未来三天（2月16-18日），全国大部空气质量以良至轻度污染为主，华北中南部、华东内陆、华南内陆和西南盆地等地区空气质量较差，局地以中至重度污染为主。 ​​​		,商河环保,//weibo.com/6059162597/G3fp1pYZN?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,282,#全国空气质量预报#未来三天（2月16-18日），全国大部空气质量以良至轻度污染为主，华北中南部、华东内陆、华南内陆和西南盆地等地区空气质量较差，局地以中至重度污染为主。 ​	,NA,//weibo.com/5085350726/G3W25gB5z?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,283,		初五清晨，按老传统破五该放点儿炮丈的，但是人变得聪明了，传统的双噪音污染被人们越来越自觉的认得清楚啦。所以窗外静，静悄悄的。天渐渐地亮了，铁灰色的云布满着高空说不上是阴天还是——反正天还没透亮呢！ http://t.cn/RL2qd1O ​		,夺尔,//weibo.com/1376005922/G3W1WrfWv?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,284,		嶽麓山衡陽運城桂林深圳武漢普洱三亞空氣天氣2018年2月20日5時，長沙市，嶽麓區，湖南師範大學pm2.5含量：每立方米60微克；空氣污染指數：153，不健康建議關閉門窗，防止污染空氣進入室內；打開空氣清潔器；避免室外運動；外出時戴口罩			...展开全文c,勞力勞力,//weibo.com/1470550557/G3W1W6Rm4?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,285,		我的朝鲜之旅：经济相对落后，但是环境没有污染！(同步自@新浪看点)http://t.cn/RRDX0au ​		,和小芳去旅游,//weibo.com/6438023154/G3W1Qc6ew?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,286,		人若进食了含有亚硝酸盐的腌制品后……如果加入食盐量小于15%……口唇和指甲床发青……常被微生物污染……孕妇更应少吃或不吃、重者还会伴有头晕头痛、腌制食物在腌制过程中：甚至昏迷。蔬菜中的硝酸盐可被微生物还原成亚硝酸盐！ ​		,消灭思虑PO1J,//weibo.com/6025805099/G3W1K0IFo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,287,		厂商指导价为15.88万元！补贴后售价为4.98万元起，微空间占用的特点：【知豆D2电动汽车上市】6月23日；知豆D2纯电动汽车正式上市、在匀速工况下续航里程可达210km，采用双门双座设计……具有零污染零排放[s] ​		,____苏落,//weibo.com/2804617531/G3W1hCF2o?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,288,		//@济南环保:【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 ​​​		,商河环保,//weibo.com/3354394424/G3ujagEBw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,289,	  【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 http://t.cn/RRmIUyz ​	,NA,//weibo.com/5085350726/G3W169fd7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,290,		//@济南环保:#今日山东#【山东：推广清洁能源 守护白云蓝天】去年9月份以来，山东在济南、淄博等7个京津冀大气污染传输通道城市全面启动了清洁采暖气代煤、电代煤工程。目前，山东累计压减煤炭消费量2706万吨，57万户完成气代煤电代煤改造。		,商河环保,//weibo.com/2993099575/G3vC9y0xN?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,291,#今日山东#【山东：推广清洁能源 守护白云蓝天】去年9月份以来，山东在济南、淄博等7个京津冀大气污染传输通道城市全面启动了清洁采暖气代煤、电代煤工程。目前，山东累计压减煤炭消费量2706万吨，57万户完成气代煤电代煤改造。2017年第四季度，全省“蓝天白云，繁星闪烁”天数同比增加了12.2天；环境 ​		...展开全文c,NA,//weibo.com/5085350726/G3W0SxfOZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,292,		注意脸部清洁挨近脸部的毛发容易残留洁OMN368面泡沫堵塞毛孔；也会沾染灰尘和油脂，在脸上扫来扫去，也会污染面部皮肤。所以要彻底的冲洗干净这些部位，不要让毛发挡住面部。经常被阳光直晒不仅有紫外线的伤害，也会令汗腺及皮脂腺的分泌活跃，阻塞毛孔，加速发炎。所以一定要作好防晒工作。 ​		,鲜花与指环,//weibo.com/6429241440/G3W0NcYyJ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,293,		//@济南环保:#全国空气质量预报#未来三天（2月18-20日），全国大部空气质量以良至轻度污染为主，华北中南部将出现一次中至重度污染过程。 ​​​		,商河环保,//weibo.com/6059162597/G3xQUeE3q?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,294,#全国空气质量预报#未来三天（2月18-20日），全国大部空气质量以良至轻度污染为主，华北中南部将出现一次中至重度污染过程。 ​	,NA,//weibo.com/5085350726/G3W0MhZ0j?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,295,		【“痘”走开】在#中国赞#人体皮肤表面，皮肤及毛囊内有一些常驻菌，本身并不致病，但这些微生物在痤疮形成过程中，在特定环境下(如汗液)就会发生问题，皮脂是含脂类物质，分泌多了很浓很稠的时候，加上环境污染的粉尘，脱落的角化细胞混在一起就会堵塞毛囊，因此皮脂代谢和客观环境是致使痤疮形成的重 ​			...展开全文c,用户3731461981,//weibo.com/3731461981/G3W0BmS9B?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,296,		那么毛孔也会越来越粗大。皮肤慢慢地就会变得干涩粗糙：我们的皮肤遭受一天的污染及辐射，就是找对了人。清洁永远是护肤的首要步骤…… http://t.cn/z8LWawF ​		,南乐房管局,//weibo.com/5033444688/G3W0uzkhU?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,297,		【最强排毒食物。吃了皮肤瞬间变好】 环境污染、电脑辐射、不良饮食习惯等都有可能导致人体产生各种生理垃圾，毒素长期在体内堆积，则会引发记忆力减退、面色灰黄、便秘、痔疮等系统疾病。因此，如何排毒成为不少女性关注的健康话题。其实在我们常吃的蔬菜中，就有不少具有解毒功效。 ​		,思虑轩然思永,//weibo.com/6166313580/G3W0tosjf?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,298,"		//@济南环保://@山东环境:2月18日，扩散条件一般,污染物持续累积，预计，鲁西北西部，鲁中西部，鲁西南以中重度污染为主，其他地区以良轻度污染为主，首要污染物为PM2.5。		",商河环保,//weibo.com/3354394424/G3ujagEBw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,299,	  【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 http://t.cn/RRmIUyz ​	,NA,//weibo.com/5085350726/G3W0hyr6Q?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,300,		【溏心鸡蛋好不好】溏心鸡蛋的口感让很多人着迷，但这种吃法好吗？鸡蛋易受细菌污染，常见的致病菌是沙门氏菌。鸡蛋制品加热到71℃以上后，沙门氏菌基本被剿灭，蛋黄也凝固了，但如果蛋黄处于“溏心”状态，就无法有效灭菌。 ​		,相恋积恋善恶清,//weibo.com/6444646170/G3VZWhqHW?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,301,		感受一下jushi的精神污染2333333333333镜头太棒了特别爽 ​		,超级欢乐多,//weibo.com/2821781221/G3VZV7In7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,302,		//@济南环保:【“同呼吸 共奋斗”八条公民行为准则，一起争取更多蓝天】第一条：关注空气质量。遵守大气污染防治法律法规，参与和监督大气环境保护工作，了解政府发布的环境空气质量信息。		,商河环保,//weibo.com/6059162597/G3EMafIxF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,303,	  【“同呼吸 共奋斗”八条公民行为准则，一起争取更多蓝天】第一条：关注空气质量。遵守大气污染防治法律法规，参与和监督大气环境保护工作，了解政府发布的环境空气质量信息。第二条：做好健康防护。重污染天气情况下，响应各级人民政府启动的应急预案，采取健康防护措施。第三条：减少烟尘排放。 ​		...展开全文c,NA,//weibo.com/5085350726/G3VZT2vof?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,304,		又是一个大雾天，这污染是有多重？？？ ​		,玉玉玉玉玉_星人,//weibo.com/6422515176/G3VZwyKFl?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,305,		【如何降低肝癌风险】①注意饮用水安全。A.一些饮用水常被多氯联苯、氯仿等污染，B.蓝绿藻是致癌植物，C.华支睾吸虫感染可刺激胆管上皮增生。②扔掉霉变食物。尤其是霉变的玉米、花生，这些食物中含有黄曲霉毒素。③远离肥胖，避免糖尿病，肥胖和糖尿病是诱发肝癌的重要危险因素。 ​		,健康时谈,//weibo.com/3996136791/G3VZw1Oey?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,306,		【白开水也有保质期】很多家庭会在夏天准备个大玻璃杯凉白开水，认为这样卫生、方便。但夏季天热，空气湿度高，细菌繁殖快，凉白开放置时间不宜过长。无论常温或冷藏条件下，都不要超过2天，最好当天喝完。敞口放置时，要放在周围环境干净的地方，以免被污染。此外，切忌把放凉的水重新加热饮用。 ​		,nikotse凤,//weibo.com/5140279826/G3VZloOjS?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,307,		【天气情况：晴有时多云】#早安延边#19日夜间到20日，晴有时多云；白天偏西风3～4级；全州最低气温-19℃，最高气温-2℃，空气污染2级。各县（市）气温详见长微博↓↓州气象台发布。 ​		,延边发布,//weibo.com/3486040040/G3VZkafNf?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,308,"		//@山东环境:2月20日，扩散条件较好,预计,鲁西南以轻度污染为主,半岛,鲁南沿海以优良为主,其他地区以良为主, 首要污染物为PM10.		",狂奔的蜗牛yshb,//weibo.com/3354394424/G3ujagEBw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,309,	  【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 http://t.cn/RRmIUyz ​	,NA,//weibo.com/5148075596/G3VZhcVHe?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,310,		【世界卫生组织9条防癌提示】①不吃熏腌制食物。②不吃过热过硬、过焦过咸的食物，不喝过烫的水。③不吃发霉粮食及制品。④不用洗衣粉擦洗餐具、茶具或食物。⑤吃饭不要过饱，控制肉类的摄入量。⑥不吃被农药污染的蔬果。⑦不酗酒。⑧不吸烟。⑨每天开窗1至2小时。 ​		,多音情恋寒冷矮,//weibo.com/6150919677/G3VYS83Yv?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,311,		【5种伤口不能用创可贴】1.小而深的伤口不能贴，因为不利于伤#中国赞#口内的分泌物和脓液排出，易使细菌生长繁殖，引发或加重感染。2.动物咬的伤口不能贴。3.各种皮肤疖肿不能贴，不利于脓液的吸收和引流。4.污染较重伤口不能贴。5.表皮轻微擦伤不需贴，用碘酒等药液涂可防感染。 ​		,灵寒_Sab巛ri彡na,//weibo.com/3494698891/G3VYjfwE8?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,312,		巨蟹都是乖孩子，把自己隔离在没有污染的世界里。巨蟹纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，但有一天后来发现对方变得自己不认识了，巨蟹会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼，只是太会保护自己，太清醒了。 ​		,流萤娇嫩浴,//weibo.com/6148524876/G3VY6wo7Z?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,313,		【和谐社会新标准】1、上学不收费；2、就业不求人；3、医生不卖药；4、食品没有毒；5、新闻不胡说；6、专家不白痴；7、当官不受贿；8、城管不打人；9、房子不强拆；10、脱裤不走红；11、吹牛不出名；12、百姓不畏权；13、环境不污染；14、领导不特权；15、法律不走样。同意的请转发，并可以继续补充。 ​		,第二十三章节女青年,//weibo.com/5374127032/G3VXViEgT?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,314,		牙刷消毒用肥皂水你造吗？研究发现，一支CDU362牙刷的带菌数高达100亿！美国牙科专家盖瑞?库拉托拉博士建议，想保证口腔降，最好经常用温肥皂水洗涤牙刷，洗后擦净放在通风处晾干，以避免滋生细菌。此外，最好将牙刷放在距离马桶2米以外的地方，远离细菌污染，并保证每3个月换把新牙刷。 ​		,备案棒棒的岚,//weibo.com/6427573686/G3VXFEHAG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,315,		2017年湛江空气质量排名在广东省第2位，茂名全年空气质量为优的天气有211天，空气污染的天气有36天。2017年6月，是湛江空气质量最好的月份，空气质量全部为优。1月和12月，是湛江空气质量最差的两个月，空气质量为优的天气数量较少，空气污染的天气数量较多。与2016年相比，湛江空气质量为优的天气 ​			...展开全文c,明眼看数,//weibo.com/5617262069/G3VXF51UI?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,316,		★[景點推薦-關渡平原]★ 臺北境內最大的生態溼地，一望無際的綠色平原，無噪音的汙染 清脆的鳥叫聲，在這繁榮忙碌的都市裡，顯得讓人格外的輕鬆!! ​		,吕震淳,//weibo.com/3912514159/G3VXEqKnE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,317,		环保无污染的新式迎财神法～财神快到我家来呀～		,c小调chris,//weibo.com/1677875323/G3TZ49UKm?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,318,	  各位有空来我家溜达溜达哈！ ​	,NA,//weibo.com/1775268984/G3VXmayUB?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,319,		澳大利亚布里斯班市、忘记一个人！也永远不会忘的人，如今中国城市污染要戴口罩。 http://t.cn/RLq2EIl ​		,一杯清酒9,//weibo.com/3971900545/G3VXh76D5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,320,		安亭新镇从吴淞江、环城河到居住街坊形成三重围合与颖奕高尔夫球场、汽车博览公园隔江相望。城镇内种乔灌木和草木类植，每一种植物又是针对吸引鸟种而种植的，力求达到低污染的自然环境。次生的湖泊总面积达到万平方米形成怡美自然、天人和谐的亲水型居住环境。 ​		,驹钟吉,//weibo.com/5073411974/G3VXfjI7H?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,321,#MIUI天气#长安区今天8° / -2°，霾，严重污染 ​		,手机用户1838106751,//weibo.com/1838106751/G3VWfAZoF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,322,		【卡隆海滩】卡隆海滩位于帕通海滩南，是普吉岛第三大海滩，也是岛上最长的海滩之一。卡隆海滩，不若巴通那般热闹喧哗，倒像是一座海水浴场。无污染的沙质海滩就像一个白色的勺子蜿蜒在海边。沿着海滩是一大片松木林，腹地很宽，游客要不戏水、晒太阳，要不就是坐在躺椅上看书、打盹，惬意至极…… ​		,乔治吹啊吹啊i,//weibo.com/6248283607/G3VVO83nB?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,323,		可以用热毛巾清洗一遍，然后再用凉水，污染越来越严重；所以每天外出归来和早晚！【洗脸是日常护肤的主要步骤】现在的环境[收藏] ​		,瞳末晰,//weibo.com/3994181649/G3VVFdflD?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,324,#30天推张杰挑战##张杰1220生日快乐# Day 29最想对张杰说的话希望你一切都好，不被世俗污染 ​		,怯跃廷,//weibo.com/2085589812/G3VVDtvYK?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,325,		有福德的人，通过欣赏别人的优点来让自己的生活更加光明。通过赞美他人的功德来让自己的福德更加圆满。通过观照自心来让自己的爱心和智慧更加发挥。缺福德的人，常常观察别人的缺点来让自己的内心更加污染。常常谈论他人的是非来给自己制造更多的麻烦。常常评判别人的对错来惩罚自己使自己倍受折磨。 ​		,地久J,//weibo.com/5511563912/G3VVDcsZH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,326,		【日照海滨公园】日照海滨公园依山傍海，浪缓滩阔，沙质细润，海水洁净，拥有7公里的黄金海岸线，是北方一流的天然海滨浴场，被有关专家誉为“中国沿海仅存未被污染的黄金海岸”。美籍华裔物理学家丁肇中先生称这里的沙滩“夏威夷所不及”。日照海滨国家森林公园位于山东省日照市北沿海路北首。 ​		,30-45129810dkH,//weibo.com/2486760183/G3VVuhbPe?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,327,		.恶口永远不要出自[微微笑]于我们的口中，不管他有多坏，有多恶。您愈骂他，您的心就被污染了，您要想，他就是您的善知识。您不要一直不满人家，您应该一直检讨自己才对。不满人家，是苦了您自己。 ​		,别梦伊公馆,//weibo.com/5346456895/G3VVtFy4w?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,328,		毛孔粗大的相关知识产生原因：1、皮脂过度分泌； 2、体内激素分泌紊乱；3、压力过大；4、环境污染；5、清洁工作没做好 。此外，随着年龄的增长，皮肤逐渐失去弹性，SBZ229毛囊周围缺乏支持结构，也很容易使毛孔显得比较大；外油内干的皮肤环境，也会使毛孔变得粗大。 ​		,谁的翠竹苑,//weibo.com/6438895439/G3VVe3fLG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,329,		//@追忆晴空108:藕塘村支书涂保文位于涂家村东，占地多亩，名为养猪场，但一直没养猪，还曾几年租给外来渔民做宿舍，收取高额租金，后又套取国家专项巨额补偿款污染费…获利后，曾经肥沃的土地已成一片废墟…恳请政府执法机关彻查！#江西关注# @江西发布 @南昌发布 @南昌进贤发布,山东莘县王协力冤案,//weibo.com/5508252157/G090a2kRA?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,330,	  土地是农民的命根子，集体的土地，父母官本应该用来造福村民，但藕塘村支书涂保文并不这么做:曾经集体肥沃的土地并没有为当地发展带来任何经济效益，更谈不上造福村民，而是直接变成了村支书私人的摇钱树…#问政江西#@民生江西 @廉洁江西 @廉洁南昌 @南昌晚报 http://t.cn/RQkypPA ​	,NA,//weibo.com/5871832834/G3VUGEiQc?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,331,		做戏要做全套，你这是低估了我的智商还是高估你的智商，我不知道是因为我的心受不得一丁点污染还是因为你是我亲人，发生在我眼皮底下的事，怎能装作什么都不知道，更糟糕的是我只能把这个无关自己的秘密憋在心里，最受折磨的是连我最亲近的人都不能说，上帝 ​		,张灵澜知足常乐天堂,//weibo.com/6415926186/G3VTCag0S?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,332,		【备孕期饮食禁忌】不止孕期，备孕期同样少不了饮食上的禁忌。为了你可以怀上健康聪明的宝宝，在孕前饮食中，你可要特别注意了哦。1、减肥要科学。2、营养摄入要均衡。3、孕前要减少吃各种腌制品，例如咸鱼、腊肉、香肠等食物。4、孕前避免食物污染。 ​		,莫妃繁,//weibo.com/6354999773/G3VSX9Ysj?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,333,		【车内空气成购车重点考虑因素】车内的空气质量和车内污染问题近年来受到各界严重关注，而对其存在的普遍性以及危害普通大众也有了基本的认知。在近日召开的第二届车内环境发展论坛上，国家环保部相关负责人表示，车内空气质量标准是国家环保部重点修订的标准，目前标准修订工作正在进行中。 ​		,米兰达可儿nanna,//weibo.com/5995424874/G3VSQ1rCZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,334,		【千万注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,搜索落莫沉,//weibo.com/6156743022/G3VSGwD8v?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,335,		要么许她未来；就有不少具有解毒功效……毒素长期在体内堆积！面色灰黄……吃了皮肤瞬间变好】环境污染。 ​		,橙stella,//weibo.com/3125923585/G3VRX7kI1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,336,		白开水也有保质期很多人喜欢在FSQ801头天晚上晾好一杯开水，第二天一早再喝。这种做法在温度不高时还可以；如气温超过30摄氏度，空气湿度又较高，细菌繁殖较快，隔夜凉开水就会失去生物活性，并且极易被污染而引起腹泻。当天烧的开水最好当天喝完。凉白开放置超过3天最好不再饮用。 ​		,牵着桃子过马路,//weibo.com/6427078749/G3VRC7jFx?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,337,		宠物咬伤怎么办首先应该立即、就地、彻底冲洗伤口。可先将伤口挤压出血，并用浓肥皂水反复冲洗伤口，再用大量清水冲洗，擦干JLA307后用5%碘酒烧灼伤口，以清除或杀灭污染伤口的狂犬病毒，冲洗伤口半小时后要到医院寻求医生帮助，其次眷注射狂犬疫苗。 ​		,眉眼如初冯傲娇,//weibo.com/6437840513/G3VR0x16f?refer_flag=1001030103_
